,a_i_num,adr_for,area_type,site_type,silvicult,forest_fun,stand_stru,rotat_age,sub_area,prot_categ,species_cd,part_cd,spec_age,a_year
3615,211008300,02-11-3-11-134   -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,2.43,OCH WOD,SO,4,23,2022
3616,211024663,02-11-2-05-228   -g   -01,ZRĄB,LMŚW,O,OCHR,,100,2.4,OCH WOD,ŚW,,0,2022
3617,211009125,02-11-3-10-107   -f   -00,D-STAN,BMW,O,OCHR,DRZEW,100,3.04,OCH WOD,SO,10,68,2022
3618,211006635,02-11-2-07-72    -b   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,1.35,,SO,10,63,2022
3619,211006141,02-11-2-07-24    -j   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,0.42,,SO,10,53,2022
3620,211000800,02-11-1-01-93    -h   -00,D-STAN,LMŚW,O,OCHR,KO,100,4.97,OCH USZK,SO,10,108,2022
3622,211001119,02-11-1-02-36    -c   -00,D-STAN,LMW,O,OCHR,DRZEW,140,2.53,OCH USZK,DB,8,73,2022
3623,211010855,02-11-3-12-39    -f   -00,D-STAN,LMW,O,OCHR,DRZEW,100,3.3,OCH WOD,SO,6,39,2022
3624,211011113,02-11-3-12-82    -b   -00,D-STAN,LMW,O,OCHR,DRZEW,100,4.2,OCH WOD,DB,10,7,2022
3625,211005533,02-11-2-06-129   -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,1.91,OCH WOD,SO,10,103,2022
3626,211005242,02-11-2-06-98    -j   -00,D-STAN,LW,O,OCHR,DRZEW,80,1.23,OCH WOD,OL,6,68,2022
3627,211022635,02-11-3-12-128   -h   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,4.33,,SO,10,12,2022
3628,211010006,02-11-3-11-230   -a   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,80,1.52,,BRZ,7,63,2022
3629,211002189,02-11-1-03-149   -a   -00,D-STAN,LW,O,OCHR,DRZEW,140,3.82,OCH USZK,DB,9,58,2022
3630,211023852,02-11-2-07-65    -g   -00,D-STAN,BMW,O,OCHR,DRZEW,80,5.0,OCH WOD,BRZ,3,38,2022
3631,211002479,02-11-1-03-168   -l   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.4,OCH USZK,SO,4,20,2022
3632,211020460,02-11-3-12-119   -d   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,3.76,,SO,10,68,2022
3633,211002141,02-11-1-03-147   -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,0.87,OCH USZK,SO,9,68,2022
3634,211018645,02-11-2-05-182   -k   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,140,1.69,,DB,7,88,2022
3635,211008976,02-11-3-09-98    -c   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,3.65,,SO,10,26,2022
3636,211017477,02-11-3-09-12    -h   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.95,OCH WOD,SO,5,9,2022
3639,211024590,02-11-2-07-75    -b   -01,ZRĄB,BŚW,GZ,GOSP,,100,3.58,,SO,,107,2022
3640,211024678,02-11-2-05-2     -l   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,0.19,,SO,7,16,2022
3641,211024483,02-11-3-12-168   -j   -00,D-STAN,BMŚW,S,OCHR,DRZEW,100,3.01,OCH WOD,SO,5,28,2022
3643,211005528,02-11-2-06-128   -h   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,1.59,,SO,9,43,2022
3644,211008824,02-11-3-10-64    -f   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,1.93,,SO,10,83,2022
3646,211024545,02-11-2-07-56    -a   -01,ZRĄB,BMW,O,OCHR,,0,2.06,OCH WOD,SO,,97,2022
3647,211023641,02-11-3-09-12    -l   -00,D-STAN,BMB,S,OCHR,DRZEW,80,0.74,OCH WOD,BRZ,8,13,2022
3648,211004031,02-11-2-05-158   -d   -00,POL ŁOW,LW,O,OCHR,,0,1.62,OCH WOD,,,0,2022
3649,211023496,02-11-3-10-237   -f   -00,INNE WYL,LMŚW,GPZ,GOSP,,100,0.16,,JB,5,13,2022
3650,211008539,02-11-3-09-23    -k   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,1.91,,SO,9,138,2022
3651,211024693,02-11-3-12-167   -d   -01,D-STAN,BMW,S,OCHR,DRZEW,100,1.18,OCH WOD,SO,10,73,2022
3653,211010948,02-11-3-12-73    -k   -00,D-STAN,BMW,O,OCHR,DRZEW,100,0.95,OCH WOD,SO,5,7,2022
3654,211001287,02-11-1-02-60    -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.52,OCH USZK,SO,9,33,2022
3655,211008946,02-11-3-10-72    -f   -00,D-STAN,BMW,O,OCHR,DRZEW,100,1.39,OCH WOD,SO,10,63,2022
3656,211018062,02-11-3-10-199   -b   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,4.36,,SO,10,48,2022
3657,211004704,02-11-2-06-15    -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,0.86,OCH WOD,SO,7,38,2022
3658,211019775,02-11-2-07-82    -a   -00,D-STAN,BMW,O,OCHR,DRZEW,100,2.49,OCH WOD,SO,3,58,2022
3659,211003872,02-11-2-05-122   -c   -00,D-STAN,LMW,O,OCHR,DRZEW,100,5.75,OCH WOD,SO,5,33,2022
3660,211001041,02-11-1-02-30    -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,6.28,OCH USZK,SO,6,8,2022
3661,211018270,02-11-2-08-143   -d   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,8.07,,SO,10,43,2022
3662,211007884,02-11-3-09-46    -h   -00,D-STAN,BMW,O,OCHR,DRZEW,100,3.14,OCH WOD,SO,9,73,2022
3663,211003086,02-11-1-04-194   -g   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,1.42,OCH USZK,SO,10,68,2022
3664,211010019,02-11-3-11-241   -c   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,2.82,,SO,9,58,2022
3665,211003768,02-11-2-05-45    -g   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,140,1.46,,DB,6,98,2022
3666,211007154,02-11-2-08-138   -l   -00,D-STAN,LW,O,OCHR,DRZEW,80,1.13,OCH WOD,OL,8,33,2022
3667,211005847,02-11-2-08-169   -d   -00,D-STAN,LW,O,OCHR,DRZEW,80,2.3,OCH WOD,OL,7,48,2022
3668,211000982,02-11-1-02-26A   -n   -00,SZCZ CHR,OL,S,OCHR,,80,0.27,OCH USZK,BRZ,5,48,2022
3669,211003097,02-11-1-04-195   -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.99,OCH USZK,SO,10,28,2022
3670,211023020,02-11-2-05-1     -a   -00,D-STAN,LMŚW,GPZ,GOSP,KO,100,3.41,,SO,10,103,2022
3671,211001065,02-11-1-02-32    -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,3.54,OCH USZK,DB,5,53,2022
3672,211000506,02-11-1-01-52    -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,0.84,OCH USZK,SO,7,28,2022
3673,211023792,02-11-2-06-130   -c   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,11.81,,SO,9,83,2022
3674,211000016,02-11-1-01-2     -c   -00,D-STAN,LŚW,O,OCHR,DRZEW,140,0.28,OCH USZK,DB,10,108,2022
3675,211023793,02-11-2-06-131   -g   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,100,2.56,,SO,10,58,2022
3676,211001623,02-11-1-02-104   -h   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,2.3,OCH USZK,DB,5,58,2022
3677,211005163,02-11-2-07-90    -h   -00,D-STAN,LMW,O,OCHR,KO,100,6.16,OCH WOD,SO,7,108,2022
3678,211017971,02-11-3-12-239   -k   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,100,0.25,,SO,10,53,2022
3679,211008544,02-11-3-09-24    -a   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,3.33,,SO,10,88,2022
3680,211002061,02-11-1-03-141   -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,0,1.42,OCH USZK,DB,10,12,2022
3681,211000151,02-11-1-01-11    -j   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,0.99,OCH USZK,SO,8,43,2022
3682,211023386,02-11-3-10-68    -f   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,6.65,,SO,5,18,2022
3683,211023912,02-11-1-02-84    -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,8.07,OCH USZK,SO,6,53,2022
3684,211010917,02-11-3-12-43    -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.17,OCH WOD,DB,4,10,2022
3685,211000375,02-11-1-01-39    -i   -00,D-STAN,LŚW,O,OCHR,DRZEW,140,10.05,OCH USZK,DB,3,58,2022
3686,211022891,02-11-3-12-40    -c   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,5.52,,SO,10,108,2022
3687,211001570,02-11-1-02-101   -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.09,OCH USZK,SO,7,40,2022
3688,211009961,02-11-3-11-227   -c   -00,D-STAN,BMŚW,S,GOSP,DRZEW,100,0.53,,SO,10,193,2022
3689,211003288,02-11-1-04-204   -b   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,100,0.67,,SO,7,28,2022
3690,211007524,02-11-2-08-201   -g   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,1.41,,SO,4,68,2022
3691,211001678,02-11-1-02-114   -b   -00,D-STAN,LMŚW,O,OCHR,KO,100,1.25,OCH USZK,SO,10,113,2022
3693,211020322,02-11-1-04-197   -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,12.23,OCH USZK,SO,8,58,2022
3695,211022890,02-11-3-12-128   -c   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,0,5.04,,SO,5,2,2022
3697,211024730,02-11-3-12-125   -b   -99,D-STAN,BŚW,GZ,GOSP,DRZEW,100,3.58,,SO,10,68,2022
3698,211008570,02-11-3-09-26    -b   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,2.78,OCH WOD,SO,10,73,2022
3699,211024091,02-11-3-09-53    -d   -00,D-STAN,BMW,O,OCHR,DRZEW,100,8.02,OCH WOD,SO,8,98,2022
3700,211005624,02-11-2-06-134   -j   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,1.02,,SO,8,30,2022
3701,211004027,02-11-2-05-158   -b   -00,D-STAN,LW,O,OCHR,DRZEW,80,1.95,OCH WOD,OL,10,48,2022
3702,211009207,02-11-3-10-111   -c   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,3.77,,SO,10,53,2022
3703,211001277,02-11-1-02-60    -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,10.7,OCH USZK,SO,7,63,2022
3705,211008122,02-11-3-09-88    -j   -00,D-STAN,LMW,O,OCHR,KO,100,4.42,OCH WOD,SO,8,93,2022
3706,211021206,02-11-1-01-11    -a   -00,D-STAN,OL,O,OCHR,DRZEW,80,4.48,OCH USZK,OL,8,23,2022
3707,211024174,02-11-3-11-138   -i   -00,D-STAN,LMB,S,OCHR,DRZEW,100,0.92,OCH WOD,SO,7,38,2022
3709,211024593,02-11-2-08-108   -a   -99,D-STAN,LMW,GPZ,GOSP,DRZEW,0,8.54,,SO,10,88,2022
3710,211001062,02-11-1-02-31    -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,1.5,OCH USZK,DB,7,63,2022
3711,211002922,02-11-1-04-211   -i   -00,D-STAN,BMŚW,O,OCHR,KO,100,5.54,OCH USZK,SO,8,113,2022
3713,211001346,02-11-1-02-82    -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,5.38,OCH USZK,DB,4,63,2022
3714,211003140,02-11-1-04-196   -k   -00,D-STAN,OLJ,S,OCHR,DRZEW,80,1.95,OCH USZK,OL,6,93,2022
3715,211018597,02-11-2-07-58    -d   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,11.8,,SO,8,53,2022
3716,211020893,02-11-3-12-216   -b   -00,D-STAN,LMW,O,OCHR,DRZEW,100,4.85,OCH WOD,SO,6,38,2022
3717,211009017,02-11-3-09-101   -b   -00,D-STAN,BMW,O,OCHR,DRZEW,100,2.2,OCH WOD,SO,10,68,2022
3718,211024547,02-11-3-09-57    -g   -01,D-STAN,BŚW,GZ,GOSP,DRZEW,0,2.2,,SO,10,1,2022
3720,211006068,02-11-2-06-231   -f   -00,D-STAN,BMW,O,OCHR,DRZEW,100,5.12,OCH WOD,SO,9,63,2022
3722,211016847,02-11-3-12-124   -f   -00,SUKCESJA,LMŚW,GPZ,GOSP,,100,0.14,,DB,10,18,2022
3723,211009881,02-11-3-11-221   -h   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.54,OCH WOD,ŚW,6,43,2022
3724,211004257,02-11-2-05-191   -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,80,5.46,OCH WOD,BRZ,7,63,2022
3725,211001891,02-11-1-03-129   -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.37,OCH USZK,SO,5,21,2022
3727,211011362,02-11-3-12-168   -i   -00,D-STAN,LMW,S,OCHR,DRZEW,100,2.12,OCH WOD,SO,6,53,2022
3728,211005290,02-11-2-06-100   -g   -00,SUKCESJA,BMŚW,GZ,GOSP,,100,1.16,,OL,5,21,2022
3729,211003456,02-11-1-04-224   -h   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.1,OCH USZK,SO,9,30,2022
3730,211004848,02-11-2-07-31    -h   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,140,0.71,,DB,6,113,2022
3731,211003216,02-11-1-04-200   -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,5.4,OCH USZK,SO,8,33,2022
3732,211023134,02-11-1-01-43    -n   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,5.21,OCH USZK,DB,6,9,2022
3733,211024690,02-11-3-12-122   -d   -99,D-STAN,BMW,S,OCHR,DRZEW,100,1.45,OCH WOD,SO,9,43,2022
3734,211017545,02-11-2-08-146   -a   -00,D-STAN,BMŚW,O,OCHR,DRZEW,140,5.98,OCH WOD,SO,7,2,2022
3735,211024691,02-11-3-12-122   -f   -01,D-STAN,BMW,S,OCHR,DRZEW,100,0.26,OCH WOD,SO,10,63,2022
3736,211000035,02-11-1-01-3     -f   -00,D-STAN,LŚW,O,OCHR,DRZEW,120,3.82,OCH USZK,BK,4,13,2022
3737,211001128,02-11-1-02-37    -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.92,OCH USZK,SO,6,19,2022
3738,211008431,02-11-3-09-5     -f   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,3.72,,SO,10,63,2022
3740,211022676,02-11-2-05-117   -f   -00,D-STAN,LMŚW,GPZ,GOSP,KDO,100,3.91,,SO,10,143,2022
3741,211002597,02-11-1-03-174   -a   -00,D-STAN,LŚW,O,OCHR,DRZEW,100,1.23,OCH USZK,DG,6,103,2022
3742,211009849,02-11-3-11-219   -k   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,1.63,,SO,10,48,2022
3743,211023219,02-11-3-12-217   -f   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,80,0.93,,OL,9,30,2022
3744,211002748,02-11-1-03-181   -d   -00,D-STAN,LŚW,O,OCHR,DRZEW,100,1.92,OCH USZK,SO,4,28,2022
3745,211000869,02-11-1-01-107   -i   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.21,OCH USZK,SO,7,58,2022
3746,211006915,02-11-2-08-93    -a   -00,D-STAN,LMB,S,OCHR,DRZEW,80,0.44,OCH WOD,BRZ,8,33,2022
3748,211021741,02-11-3-09-23    -i   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,3.98,,SO,10,35,2022
3750,211004812,02-11-2-07-23    -b   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,5.71,,SO,7,16,2022
3752,211021519,02-11-1-03-170   -a   -00,D-STAN,LŚW,O,OCHR,KO,80,5.42,OCH USZK,BRZ,4,63,2022
3753,211008537,02-11-3-09-23    -j   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,1.8,,SO,9,30,2022
3755,211004558,02-11-2-06-5     -c   -00,D-STAN,LŚW,O,OCHR,DRZEW,100,1.06,OCH WOD,SO,10,73,2022
3756,211010702,02-11-3-12-240   -c   -00,D-STAN,LMW,O,OCHR,DRZEW,100,4.42,OCH WOD,SO,5,8,2022
3757,211000314,02-11-1-01-22    -c   -00,D-STAN,OL,O,OCHR,DRZEW,80,1.76,OCH USZK,OL,10,103,2022
3759,211000098,02-11-1-01-8     -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.85,OCH USZK,SO,7,33,2022
3760,211023581,02-11-2-08-137   -c   -00,D-STAN,BMŚW,O,OCHR,KDO,100,4.05,OCH WOD,SO,10,128,2022
3761,211018277,02-11-2-08-172   -g   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,4.51,,SO,10,63,2022
3762,211023860,02-11-2-07-71    -f   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,5.02,,SO,10,59,2022
3763,211007996,02-11-3-09-52    -g   -00,D-STAN,LMW,O,OCHR,DRZEW,80,1.11,OCH WOD,OL,8,30,2022
3765,211006573,02-11-2-07-66    -c   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,1.41,,SO,10,103,2022
3766,211000338,02-11-1-01-24    -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,3.02,OCH USZK,SO,3,23,2022
3767,211000119,02-11-1-01-9     -h   -00,D-STAN,LMŚW,O,OCHR,DRZEW,0,2.96,OCH USZK,DB,10,6,2022
3768,211003596,02-11-1-04-232   -i   -00,D-STAN,BMŚW,S,OCHR,DRZEW,100,1.9,OCH USZK,SO,9,27,2022
3769,211001212,02-11-1-02-55    -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.82,OCH USZK,SO,7,53,2022
3770,211001348,02-11-1-02-82    -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.65,OCH USZK,SO,5,7,2022
3771,211002057,02-11-1-03-141   -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,0.71,OCH USZK,SO,8,63,2022
3772,211020190,02-11-3-12-126   -a   -00,D-STAN,BMW,O,OCHR,DRZEW,100,6.07,OCH WOD,SO,10,73,2022
3773,211002335,02-11-1-03-160   -c   -00,D-STAN,LŚW,O,OCHR,KDO,100,2.79,OCH USZK,SO,4,88,2022
3774,211005341,02-11-2-06-103   -c   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,0.32,,SO,6,58,2022
3775,211001481,02-11-1-02-96    -b   -00,D-STAN,LŚW,O,OCHR,DRZEW,140,2.06,OCH USZK,DB,3,73,2022
3776,211019451,02-11-3-12-41    -d   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,3.55,,SO,3,23,2022
3777,211010951,02-11-3-12-74    -a   -00,D-STAN,BMW,O,OCHR,DRZEW,100,3.03,OCH WOD,SO,5,28,2022
3778,211006808,02-11-2-07-81    -c   -00,SUKCESJA,BMŚW,O,OCHR,,100,1.21,OCH WOD,BRZ,,63,2022
3779,211003460,02-11-1-04-224   -k   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.97,OCH USZK,SO,6,2,2022
3780,211019372,02-11-2-07-63    -i   -00,D-STAN,BMW,O,OCHR,DRZEW,100,3.42,OCH WOD,SO,6,36,2022
3781,211000803,02-11-1-01-94    -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,80,4.02,OCH USZK,BRZ,3,58,2022
3782,211020411,02-11-3-12-36    -a   -00,D-STAN,LMW,GPZ,GOSP,KO,100,7.74,,SO,6,98,2022
3784,211004287,02-11-2-05-208   -i   -00,D-STAN,LŚW,GPZ,GOSP,DRZEW,100,3.21,,SO,7,38,2022
3785,211002975,02-11-1-04-217   -c   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,8.8,OCH USZK,SO,6,61,2022
3786,211001841,02-11-1-03-125   -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,7.44,OCH USZK,SO,4,13,2022
3787,211019302,02-11-1-03-163   -c   -00,D-STAN,LŚW,O,OCHR,DRZEW,140,2.96,OCH USZK,DB,5,63,2022
3788,211004017,02-11-2-05-156   -i   -00,D-STAN,LMW,O,OCHR,DRZEW,100,1.85,OCH WOD,SO,6,43,2022
3790,211009000,02-11-3-09-100   -b   -00,ZRĄB,BMŚW,GZ,GOSP,,100,3.27,,SO,,108,2022
3791,211024148,02-11-3-12-76    -n   -00,D-STAN,BMW,S,OCHR,DRZEW,100,1.78,OCH WOD,SO,5,38,2022
3792,211006499,02-11-2-07-62    -j   -00,D-STAN,BMW,O,OCHR,KO,80,3.34,OCH WOD,BRZ,4,63,2022
3793,211018673,02-11-2-05-212   -a   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,120,6.17,,SO,5,3,2022
3794,211003672,02-11-1-04-238   -b   -00,D-STAN,BMW,S,OCHR,DRZEW,100,5.49,OCH USZK,SO,9,63,2022
3796,211014065,02-11-2-07-90    -b   -00,POL ŁOW,BMŚW,GZ,GOSP,,100,0.9,,SO,,83,2022
3797,211002881,02-11-1-04-190   -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,80,0.77,OCH USZK,LP,7,53,2022
3799,211009621,02-11-3-11-184   -a   -00,D-STAN,LMB,S,OCHR,DRZEW,100,3.56,OCH WOD,SO,10,38,2022
3800,211023277,02-11-3-11-181   -i   -00,D-STAN,LMW,O,OCHR,DRZEW,120,3.46,OCH WOD,BK,3,18,2022
3801,211023748,02-11-3-12-35    -b   -00,D-STAN,LMW,O,OCHR,DRZEW,100,1.79,OCH WOD,SO,10,7,2022
3802,211007661,02-11-2-08-225   -i   -00,D-STAN,LMW,O,OCHR,DRZEW,100,5.46,OCH WOD,SO,3,18,2022
3803,211000369,02-11-1-01-39    -f   -00,D-STAN,LŚW,O,OCHR,DRZEW,140,2.45,OCH USZK,DB,5,68,2022
3804,211009051,02-11-3-09-103   -b   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,0.69,,SO,10,53,2022
3806,211004878,02-11-2-07-33    -j   -00,D-STAN,BMW,O,OCHR,DRZEW,100,1.63,OCH WOD,SO,9,53,2022
3807,211019924,02-11-3-12-38    -l   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,1.49,,SO,8,28,2022
3808,211004643,02-11-2-06-12    -g   -00,D-STAN,LMŚW,O,OCHR,KO,100,4.96,OCH WOD,SO,7,103,2022
3809,211002391,02-11-1-03-164   -i   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.01,OCH USZK,SO,7,88,2022
3810,211002862,02-11-1-04-189   -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.45,OCH USZK,SO,6,63,2022
3811,211023042,02-11-1-04-219   -i   -00,D-STAN,BMW,O,OCHR,DRZEW,100,0.76,OCH USZK,SO,5,5,2022
3812,211007378,02-11-2-08-172   -h   -00,D-STAN,BMB,S,GOSP,DRZEW,100,0.87,,ŚW,5,53,2022
3813,211009053,02-11-3-09-103   -c   -00,ZRĄB,BMŚW,GZ,GOSP,,0,2.27,,SO,,102,2022
3814,211010863,02-11-3-12-39    -i   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,1.09,,SO,5,28,2022
3815,211024774,02-11-1-04-238   -d   -01,ZRĄB,BMŚW,S,OCHR,,0,2.46,OCH USZK,,,0,2022
3816,211010518,02-11-3-12-210   -c   -00,D-STAN,LMW,O,OCHR,DRZEW,80,2.46,OCH WOD,OL,10,78,2022
3817,211022623,02-11-2-06-167   -b   -00,D-STAN,BMW,O,OCHR,DRZEW,100,3.11,OCH WOD,SO,4,11,2022
3819,211000892,02-11-1-01-108   -h   -00,D-STAN,LW,O,OCHR,DRZEW,100,3.98,OCH USZK,SO,6,53,2022
3820,211018684,02-11-3-12-39    -d   -00,D-STAN,LMW,O,OCHR,DRZEW,100,5.61,OCH WOD,SO,4,33,2022
3821,211010670,02-11-3-10-238   -d   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,2.84,,SO,10,98,2022
3822,211023978,02-11-1-04-219   -b   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,3.1,OCH USZK,SO,9,48,2022
3823,211023610,02-11-2-05-152   -d   -00,D-STAN,LMŚW,GPZ,GOSP,KO,100,2.83,,SO,10,123,2022
3824,211019598,02-11-2-07-89    -a   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,4.77,,SO,10,93,2022
3825,211011130,02-11-3-12-83    -f   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,3.88,,SO,6,15,2022
3826,211008628,02-11-3-10-28    -i   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,1.31,,SO,10,53,2022
3827,211002632,02-11-1-03-175   -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.61,OCH USZK,SO,7,53,2022
3828,211002533,02-11-1-03-159   -l   -00,D-STAN,LMŚW,O,OCHR,DRZEW,80,0.51,OCH USZK,BRZ,10,73,2022
3830,211018306,02-11-2-08-224   -c   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,6.22,OCH WOD,SO,10,68,2022
3831,211003263,02-11-1-04-203   -f   -00,D-STAN,BMŚW,O,OCHR,KO,100,5.28,OCH USZK,SO,10,103,2022
3832,211023991,02-11-1-04-229   -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.39,OCH USZK,SO,10,103,2022
3833,211023847,02-11-2-07-60    -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,4.63,OCH WOD,SO,6,28,2022
3834,211000221,02-11-1-01-15    -g   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,0.94,OCH USZK,SO,10,78,2022
3836,211004941,02-11-2-07-49    -i   -00,D-STAN,LMW,O,OCHR,DRZEW,100,2.64,OCH WOD,SO,9,41,2022
3837,211002800,02-11-1-04-185   -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,5.22,OCH USZK,SO,4,12,2022
3838,211010545,02-11-3-12-211   -i   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,2.39,,SO,10,98,2022
3839,211010575,02-11-3-12-213   -g   -00,D-STAN,LMW,O,OCHR,KDO,100,3.92,OCH WOD,SO,6,103,2022
3840,211002540,02-11-1-03-171   -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.58,OCH USZK,SO,10,108,2022
3841,211005430,02-11-2-08-108   -d   -00,D-STAN,BMŚW,GZ,GOSP,KO,100,4.14,,SO,10,128,2022
3842,211011343,02-11-3-12-167   -c   -00,D-STAN,LMW,S,OCHR,DRZEW,100,0.59,OCH WOD,SO,8,73,2022
3844,211010655,02-11-3-10-237   -p   -00,D-STAN,LMW,O,OCHR,KO,100,5.75,OCH WOD,SO,6,103,2022
3845,211024107,02-11-1-04-213   -j   -00,D-STAN,BMW,O,OCHR,DRZEW,100,1.97,OCH USZK,SO,7,108,2022
3846,211004887,02-11-2-07-34    -c   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,5.8,,SO,10,58,2022
3847,211005626,02-11-2-06-134   -k   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,0.94,OCH WOD,SO,7,20,2022
3848,211005774,02-11-2-06-164   -a   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,2.78,OCH WOD,SO,9,63,2022
